record_id,record_date
154,2023-11-04
155,2025-03-28
156,2024-10-07
157,2023-11-24
158,2025-02-03
159,2024-07-16
160,2024-12-18
161,2025-02-07
162,2025-02-18
163,2024-12-09
164,2023-06-29
165,2024-09-21
166,2024-07-20
167,2023-09-10
168,2024-10-21
169,2024-03-12
170,2024-03-05
171,2025-05-17
172,2024-06-11
173,2024-09-19
174,2024-05-26
175,2025-03-16
176,2025-01-15
177,2023-12-30
178,2024-04-22
179,2023-12-17
180,2023-07-20
181,2025-02-21
182,2024-12-23
183,2024-11-23
184,2024-08-18
185,2023-06-11
186,2024-10-29
187,2023-08-05
188,2024-08-03
189,2024-06-07
190,2024-10-23
191,2023-06-28
192,2024-01-26
193,2024-08-25
194,2024-05-02
195,2023-12-07
196,2024-09-11
197,2024-04-16
198,2023-09-22
199,2023-09-23
200,2024-12-04
201,2024-05-02
202,2023-12-31
203,2024-02-23
204,2025-02-16
205,2024-10-08
206,2024-05-27
207,2023-06-24
208,2024-08-11
209,2025-05-15
210,2024-03-14
211,2025-02-17
212,2023-07-04
213,2024-07-17
214,2024-04-08
215,2024-11-20
216,2024-02-19
217,2024-05-12
218,2024-09-19
219,2023-06-03
220,2025-05-13
221,2025-04-15
222,2025-02-17
223,2023-06-23
224,2025-04-27
225,2023-10-30
226,2025-02-19
227,2024-10-05
228,2025-01-11
229,2025-05-02
230,2023-09-01
231,2025-04-06
232,2023-12-02
233,2024-12-19
234,2023-12-26
235,2024-08-18
236,2025-03-12
237,2024-12-23
238,2024-03-24
239,2025-03-12
240,2024-05-21
241,2024-05-28
242,2023-09-03
243,2025-01-19
244,2024-10-13
245,2023-08-16
246,2024-03-29
247,2023-08-25
248,2024-12-17
249,2025-01-07
250,2024-06-20
251,2024-09-27
252,2024-08-06
253,2024-09-07
254,2024-03-16
255,2024-12-16
256,2024-05-18
257,2025-04-09
258,2024-09-01
259,2024-08-14
260,2024-07-02
261,2024-06-24
262,2025-03-30
263,2025-04-13
264,2024-06-24
265,2023-08-18
266,2024-01-12
267,2025-04-10
268,2023-08-27
269,2024-09-06
270,2023-07-04
271,2024-12-31
272,2023-10-04
273,2025-05-17
274,2023-11-16
275,2024-09-27
276,2025-05-04
277,2024-12-04
278,2024-06-16
279,2025-01-01
280,2023-08-17
281,2024-02-29
282,2024-06-06
283,2024-02-13
284,2024-09-20
285,2024-02-01
286,2024-02-02
287,2024-10-19
288,2024-01-06
289,2024-02-01
290,2023-06-16
291,2024-09-24
292,2024-08-03
293,2024-07-17
294,2023-06-24
295,2024-01-19
296,2023-12-15
297,2024-02-27
298,2025-04-09
299,2024-11-28
300,2023-08-23
301,2024-03-29
302,2023-09-11
303,2023-11-16
304,2024-06-01
305,2024-12-11
306,2023-05-26
307,2024-12-30
308,2024-06-25
309,2023-11-08
310,2023-09-07
311,2024-06-08
312,2024-05-09
313,2024-07-10
314,2024-10-31
315,2023-09-02
316,2024-02-11
317,2023-10-06
318,2024-06-18
319,2023-08-22
320,2024-09-07
321,2024-04-30
322,2024-01-19
323,2025-05-05
324,2023-11-07
325,2023-12-29
326,2024-02-18
327,2025-02-26
328,2024-05-18
329,2024-07-08
330,2024-04-25
331,2024-03-07
332,2023-10-17
333,2024-02-26
334,2025-02-23
335,2024-03-06
336,2025-04-20
337,2025-01-28
338,2024-09-29
339,2024-10-26
340,2024-09-10
341,2024-01-10
342,2023-05-28
343,2024-12-16
344,2023-06-08
345,2024-08-11
346,2023-07-06
347,2025-01-01
348,2024-11-30
349,2025-02-14
350,2023-10-09
351,2024-03-23
352,2024-07-21
353,2025-03-07
354,2024-07-08
355,2024-06-14
356,2023-12-13
357,2023-06-03
358,2025-04-10
359,2024-09-09
360,2024-01-21
361,2024-05-30
362,2024-02-14
363,2023-10-18
364,2024-09-03
365,2024-02-07
366,2024-06-29
367,2024-06-12
368,2024-06-30
369,2024-08-02
370,2024-06-12
371,2023-10-06
372,2024-07-17
373,2024-08-28
374,2025-02-02
375,2023-07-20
376,2024-05-14
377,2024-10-18
378,2025-02-18
379,2023-07-22
380,2025-02-26
381,2023-08-13
382,2025-03-21
383,2024-09-01
384,2023-09-28
385,2024-02-01
386,2025-05-10
387,2023-06-13
388,2024-04-12
389,2023-07-08
390,2024-02-04
391,2024-01-12
392,2024-11-01
393,2024-08-02
394,2024-11-28
395,2024-06-26
396,2024-06-26
397,2024-07-11
398,2024-02-22
399,2024-08-25
400,2024-11-24
401,2025-02-18
402,2023-09-06
403,2025-03-01
404,2025-01-17
405,2024-05-07
406,2024-01-24
407,2023-09-12
408,2025-04-01
409,2025-01-26
410,2023-07-14
411,2024-06-12
412,2024-01-12
413,2023-12-15
414,2025-02-14
415,2023-09-14
416,2024-06-14
417,2024-08-08
418,2024-02-13
419,2024-08-19
420,2023-05-22
421,2023-09-29
422,2024-12-04
423,2024-01-31
424,2024-02-10
425,2024-05-08
426,2025-05-15
427,2023-07-01
428,2024-08-31
429,2024-07-23
430,2024-08-21
431,2025-03-23
432,2023-09-03
433,2024-08-31
434,2023-11-12
435,2024-08-15
436,2024-08-01
437,2024-10-25
438,2023-12-26
439,2023-10-25
440,2024-12-03
441,2023-12-21
442,2025-04-03
443,2024-03-07
444,2023-08-14
445,2025-03-17
446,2024-08-07
447,2024-12-03
448,2024-01-27
449,2024-11-10
450,2025-01-28
451,2024-07-01
452,2025-02-04
453,2025-04-20
454,2025-03-21
455,2025-04-25
456,2024-06-21
457,2025-03-22
458,2024-01-27
459,2024-12-22
460,2024-09-09
461,2023-06-16
462,2025-02-08
463,2024-12-04
464,2024-08-29
465,2024-11-29
466,2023-11-20
467,2025-05-01
468,2024-11-21
469,2024-09-20
470,2025-05-10
471,2023-07-19
472,2025-03-12
473,2025-01-06
474,2023-12-26
475,2025-04-12
476,2025-03-29
477,2023-12-12
478,2024-07-18
479,2024-02-11
480,2025-01-05
481,2023-12-07
482,2023-07-11
483,2023-11-02
484,2025-03-13
485,2024-11-01
486,2023-12-13
487,2024-11-09
488,2023-10-06
489,2024-10-30
490,2024-03-29
491,2025-05-02
492,2024-06-08
493,2024-07-14
494,2025-05-04
495,2023-09-05
496,2024-05-22
497,2023-09-12
498,2024-05-11
499,2024-10-24
500,2024-08-30
501,2023-05-31
502,2024-11-18
503,2023-09-20
504,2024-11-18
505,2025-05-11
506,2024-07-02
507,2025-02-15
508,2024-04-10
509,2025-03-31
510,2025-02-06
511,2024-04-26
512,2025-04-23
513,2024-04-19
514,2024-06-11
515,2024-01-11
516,2024-06-02
517,2023-07-08
518,2023-10-08
519,2024-10-10
520,2024-12-22
521,2024-04-19
522,2024-11-09
523,2023-11-18
524,2024-07-08
525,2023-08-22
526,2023-08-06
527,2024-07-22
528,2025-01-12
529,2024-04-07
530,2025-01-02
531,2025-04-27
532,2024-07-24
533,2025-01-12
534,2024-05-07
535,2024-05-17
536,2023-09-25
537,2023-06-26
538,2025-02-23
539,2023-11-19
540,2023-07-04
541,2024-03-21
542,2023-09-23
543,2025-01-23
544,2024-04-09
545,2024-06-13
546,2024-04-08
547,2024-01-24
548,2024-03-11
549,2024-07-06
550,2023-11-28
551,2025-03-23
552,2023-11-14
553,2023-09-25
554,2023-07-30
555,2023-07-11
556,2024-02-06
557,2023-08-11
558,2023-09-10
559,2024-01-18
560,2023-12-12
561,2024-09-19
562,2023-08-06
563,2024-07-20
564,2024-09-17
565,2023-06-11
566,2025-03-17
567,2023-11-03
568,2024-03-07
569,2025-04-22
570,2024-04-13
571,2024-04-08
572,2024-09-02
573,2024-03-27
574,2023-11-19
575,2024-04-25
576,2024-03-01
577,2023-08-31
578,2024-09-24
579,2025-01-11
580,2023-06-09
581,2023-10-17
582,2025-01-29
583,2023-08-15
584,2025-05-11
585,2024-11-22
586,2024-04-03
587,2025-04-23
588,2024-07-06
589,2025-01-03
590,2023-08-04
591,2023-11-17
592,2024-01-18
593,2023-09-23
594,2024-07-30
595,2023-06-09
596,2024-05-30
597,2023-12-27
598,2024-12-27
599,2024-08-19
600,2024-12-03
601,2024-03-12
602,2024-01-09
603,2025-04-12
604,2025-05-01
605,2024-08-08
606,2024-04-25
607,2024-02-03
608,2025-02-02
609,2025-01-17
610,2024-11-04
611,2024-11-04
612,2025-03-15
613,2025-01-10
614,2024-07-26
615,2025-03-26
616,2023-07-25
617,2023-07-26
618,2024-01-21
619,2024-10-28
620,2023-09-30
621,2024-10-08
622,2025-02-04
623,2024-09-28
624,2023-10-13
625,2024-08-15
626,2023-10-29
627,2025-05-16
628,2024-02-15
629,2024-02-04
630,2024-02-18
631,2023-10-21
632,2024-11-09
633,2023-12-24
634,2023-06-08
635,2024-02-25
636,2023-08-18
637,2024-02-28
638,2023-12-01
639,2023-10-29
640,2025-04-27
641,2023-09-18
642,2024-11-07
643,2025-05-03
644,2024-07-18
645,2024-09-29
646,2024-01-23
647,2024-03-23
648,2024-11-09
649,2024-05-29
650,2024-01-07
651,2024-08-22
652,2024-10-19
653,2025-04-14
654,2025-05-15
655,2023-06-22
656,2024-02-05
657,2024-09-30
658,2024-07-11
659,2023-06-24
660,2024-04-10
661,2024-02-24
662,2023-09-07
663,2024-04-16
664,2024-09-08
665,2024-05-15
666,2024-05-19
667,2024-03-13
668,2024-10-02
669,2024-01-09
670,2025-01-07
671,2023-10-06
672,2024-11-01
673,2023-09-12
674,2024-02-04
675,2025-03-26
676,2023-06-09
677,2025-05-15
678,2024-02-19
679,2025-02-09
680,2024-09-03
681,2024-12-30
682,2024-01-19
683,2025-05-14
684,2024-08-13
685,2023-10-21
686,2024-07-25
687,2023-12-12
688,2025-04-21
689,2024-05-14
690,2025-01-24
691,2024-05-27
692,2024-11-28
693,2024-08-24
694,2024-04-26
695,2025-05-01
696,2024-05-18
697,2024-09-05
698,2024-10-10
699,2023-09-29
700,2024-04-16
701,2025-01-16
702,2023-07-04
703,2023-08-05
704,2025-01-02
705,2023-06-07
706,2024-07-21
707,2023-08-05
708,2024-06-03
709,2023-12-31
710,2025-02-06
711,2024-01-20
712,2024-09-08
713,2025-04-30
714,2023-12-30
715,2024-11-05
716,2023-11-25
717,2023-11-10
718,2024-10-06
719,2024-02-24
720,2024-06-21
721,2024-01-27
722,2023-07-02
723,2024-04-15
724,2023-08-24
725,2024-03-09
726,2024-07-05
727,2024-11-23
728,2023-06-27
729,2025-03-07
730,2025-04-07
731,2025-04-03
732,2024-04-17
733,2025-01-23
734,2024-09-22
735,2023-12-31
736,2023-10-30
737,2023-11-09
738,2023-10-13
739,2023-11-04
740,2024-05-06
741,2024-11-03
742,2024-10-02
743,2023-09-09
744,2023-09-30
745,2025-02-21
746,2024-05-10
747,2023-08-11
748,2024-03-27
749,2024-05-10
750,2023-12-04
751,2024-01-06
752,2025-05-11
753,2025-05-07
754,2024-03-03
755,2023-08-06
756,2024-09-03
757,2025-01-12
758,2025-03-13
759,2023-09-06
760,2023-06-22
761,2023-09-25
762,2024-10-07
763,2024-08-22
764,2024-01-08
765,2024-12-18
766,2024-04-12
767,2025-02-04
768,2024-12-03
769,2025-04-24
770,2025-01-15
771,2023-10-25
772,2023-09-28
773,2023-08-09
774,2023-11-19
775,2024-11-07
776,2024-12-28
777,2024-12-04
778,2024-07-18
779,2023-09-18
780,2023-05-30
781,2025-01-01
782,2024-12-05
783,2024-09-06
784,2023-07-23
785,2025-04-11
786,2025-04-16
787,2023-12-01
788,2023-12-16
789,2024-03-22
790,2023-09-30
791,2025-04-25
792,2024-04-18
793,2024-07-08
794,2025-01-18
795,2023-05-29
796,2024-04-01
797,2024-02-26
798,2024-01-28
799,2023-06-02
800,2023-08-08
801,2023-07-04
802,2024-02-06
803,2024-01-27
804,2024-01-19
805,2024-12-12
806,2024-10-31
807,2023-12-28
808,2024-08-08
809,2025-04-11
810,2024-05-07
811,2023-07-12
812,2024-09-02
813,2024-10-30
814,2024-05-26
815,2024-04-01
816,2024-11-29
817,2024-12-13
818,2024-07-25
819,2024-12-24
820,2023-05-22
821,2024-08-19
822,2025-03-31
823,2024-04-27
824,2024-06-29
825,2024-09-12
826,2024-10-21
827,2025-02-16
828,2023-07-07
829,2025-02-21
830,2024-06-08
831,2024-06-26
832,2024-10-21
833,2023-06-22
834,2025-03-25
835,2023-11-26
836,2023-06-19
837,2023-09-16
838,2024-05-08
839,2024-08-28
840,2023-06-12
841,2024-10-13
842,2024-07-06
843,2024-05-26
844,2024-03-23
845,2024-06-13
846,2024-04-09
847,2023-11-20
848,2025-05-02
849,2024-11-07
850,2024-08-14
851,2023-11-08
852,2024-04-25
853,2024-12-04
854,2025-04-29
855,2023-10-24
856,2024-05-12
857,2023-09-05
858,2023-05-28
859,2023-11-21
860,2023-05-27
861,2024-04-08
862,2024-09-10
863,2023-07-03
864,2024-08-12
865,2023-07-01
866,2023-10-18
867,2023-06-11
868,2024-01-18
869,2023-09-24
870,2023-11-04
871,2023-11-16
872,2023-08-26
873,2024-10-30
874,2024-12-31
875,2024-07-25
876,2023-12-02
877,2024-08-31
878,2025-02-20
879,2024-02-22
880,2024-07-25
881,2024-10-14
882,2023-10-27
883,2024-12-07
884,2024-11-07
885,2023-12-12
886,2025-01-12
887,2024-06-22
888,2024-01-15
889,2025-02-20
890,2023-09-15
891,2024-11-01
892,2024-07-05
893,2023-11-26
894,2024-12-02
895,2024-12-07
896,2024-02-13
897,2024-02-22
898,2025-03-12
899,2024-05-01
900,2024-02-13
901,2024-11-13
902,2024-08-18
903,2024-09-02
904,2023-12-08
905,2024-08-17
906,2023-08-26
907,2024-08-21
908,2024-09-10
909,2023-10-07
910,2023-08-16
911,2023-12-05
912,2024-04-10
913,2024-03-28
914,2024-08-03
915,2024-06-16
916,2024-02-22
917,2025-03-27
918,2025-01-03
919,2025-04-07
920,2025-04-05
921,2024-10-03
922,2024-01-05
923,2023-09-28
924,2024-08-29
925,2025-01-28
926,2024-01-25
927,2025-03-17
928,2024-04-08
929,2023-11-11
930,2025-02-17
931,2024-04-12
932,2024-10-04
933,2024-10-31
934,2024-03-23
935,2024-07-23
936,2023-07-16
937,2024-09-19
938,2024-02-13
939,2024-01-31
940,2025-04-09
941,2024-09-19
942,2025-04-03
943,2025-04-29
944,2024-04-03
945,2024-02-25
946,2023-11-14
947,2024-07-20
948,2024-07-22
949,2025-02-25
950,2025-04-21
951,2023-07-18
952,2024-09-05
953,2025-04-20
954,2023-11-07
955,2024-07-30
956,2024-12-25
957,2024-09-03
958,2023-09-11
959,2024-05-31
960,2023-08-02
961,2024-05-14
962,2024-08-11
963,2024-04-23
964,2025-03-08
965,2023-12-10
966,2023-06-20
967,2025-03-27
968,2024-05-23
969,2025-01-30
970,2024-04-23
971,2023-07-10
972,2024-07-31
973,2024-11-02
974,2024-06-14
975,2024-08-16
976,2024-07-01
977,2025-02-03
978,2024-05-21
979,2024-03-27
980,2024-09-06
981,2024-10-16
982,2023-10-26
983,2023-08-15
984,2023-12-10
985,2025-01-29
986,2024-01-14
987,2024-05-30
988,2023-12-08
989,2023-07-09
990,2023-08-29
991,2024-07-10
992,2024-03-18
993,2024-08-13
994,2024-11-27
995,2024-03-04
996,2024-04-07
997,2025-01-08
998,2024-09-13
999,2025-01-20
1000,2023-12-02
1001,2025-03-12
1002,2024-01-06
1003,2023-09-03
1004,2024-04-03
1005,2024-05-20
1006,2024-09-03
1007,2024-10-11
1008,2024-12-31
1009,2025-03-25
1010,2025-02-17
1011,2024-11-26
1012,2023-09-07
1013,2024-04-17
1014,2025-05-14
1015,2023-07-08
1016,2024-10-22
1017,2025-02-19
1018,2025-03-19
1019,2025-05-19
1020,2024-10-10
1021,2024-01-21
1022,2024-08-14
1023,2024-10-04
1024,2023-11-18
1025,2024-03-09
1026,2024-07-04
1027,2024-09-13
1028,2025-01-16
1029,2024-07-10
1030,2024-10-01
1031,2024-10-29
1032,2024-07-19
1033,2024-05-15
1034,2024-07-11
1035,2024-06-06
1036,2023-05-23
1037,2025-01-10
1038,2024-08-31
1039,2024-01-02
1040,2023-12-25
1041,2023-12-19
1042,2023-09-20
1043,2023-11-11
1044,2023-06-24
1045,2024-07-09
1046,2023-08-13
1047,2024-04-06
1048,2023-07-18
1049,2025-01-12
1050,2024-11-07
1051,2024-04-08
1052,2024-02-19
1053,2023-06-12
1054,2023-09-29
1055,2024-05-16
1056,2024-04-08
1057,2023-09-16
1058,2023-10-14
1059,2025-01-10
1060,2023-06-05
1061,2024-11-21
1062,2023-10-01
1063,2024-06-24
1064,2023-12-01
1065,2025-02-07
1066,2024-05-13
1067,2024-01-17
1068,2024-10-11
1069,2023-11-12
1070,2024-04-05
1071,2023-06-16
1072,2024-09-07
1073,2023-07-10
1074,2024-09-26
1075,2025-01-05
1076,2023-09-15
1077,2024-11-26
1078,2023-08-22
1079,2023-05-28
1080,2023-10-24
1081,2023-09-02
1082,2024-01-02
1083,2024-05-23
1084,2025-05-17
1085,2024-02-26
1086,2024-12-20
1087,2024-04-28
1088,2023-09-17
1089,2025-03-25
1090,2025-01-25
1091,2025-03-20
1092,2024-04-12
1093,2025-02-07
1094,2025-02-18
1095,2023-07-15
1096,2025-04-14
1097,2025-03-28
1098,2024-05-17
1099,2025-01-29
1100,2024-07-22
1101,2025-05-02
1102,2024-04-07
1103,2023-06-05
1104,2025-05-03
1105,2024-03-05
1106,2024-02-07
1107,2024-10-19
1108,2023-11-09
1109,2023-11-17
1110,2024-11-07
1111,2025-05-19
1112,2023-11-11
1113,2024-10-02
1114,2023-11-13
1115,2024-03-07
1116,2023-06-21
1117,2023-07-28
1118,2024-04-05
1119,2024-01-22
1120,2023-09-04
1121,2025-02-15
1122,2023-09-08
1123,2024-02-26
1124,2023-11-02
1125,2023-10-25
1126,2023-07-18
1127,2024-11-29
1128,2024-03-11
1129,2025-04-14
1130,2024-04-06
1131,2025-02-20
1132,2024-04-09
1133,2024-01-24
1134,2023-12-11
1135,2024-11-04
1136,2023-11-08
1137,2025-01-28
1138,2024-09-21
1139,2023-12-06
1140,2024-09-21
1141,2025-02-23
1142,2023-05-25
1143,2024-11-17
1144,2024-10-02
1145,2024-02-04
1146,2024-03-17
1147,2024-09-30
1148,2023-10-09
1149,2024-09-16
1150,2023-10-28
1151,2023-12-17
1152,2023-07-19
1153,2024-11-07
1154,2024-07-05
1155,2024-11-18
1156,2023-06-05
1157,2024-01-13
1158,2024-05-28
1159,2024-09-27
1160,2025-04-15
1161,2023-07-16
1162,2024-01-15
1163,2024-06-09
1164,2023-11-15
1165,2024-03-30
1166,2024-03-10
1167,2024-02-26
1168,2023-07-05
1169,2023-06-26
1170,2024-07-22
1171,2023-11-26
1172,2024-05-16
1173,2024-02-26
1174,2024-01-03
1175,2024-09-05
1176,2025-02-12
1177,2024-08-10
1178,2025-02-16
1179,2024-08-21
1180,2024-04-23
1181,2024-09-20
1182,2023-12-22
1183,2023-06-10
1184,2024-07-02
1185,2023-11-08
1186,2025-03-31
1187,2025-03-04
1188,2024-01-27
1189,2024-10-12
1190,2024-10-08
1191,2023-07-10
1192,2025-03-31
1193,2025-02-08
1194,2024-03-25
1195,2024-03-20
1196,2025-03-04
1197,2024-12-11
1198,2024-10-12
1199,2024-10-11
1200,2023-12-31
1201,2024-07-02
1202,2024-05-12
1203,2024-04-20
1204,2025-02-08
1205,2024-06-06
1206,2023-07-18
1207,2024-06-05
1208,2024-06-06
1209,2024-01-02
1210,2023-10-07
1211,2023-07-09
1212,2024-04-13
1213,2025-01-23
1214,2023-05-25
1215,2025-04-29
1216,2023-11-11
1217,2025-02-26
1218,2024-09-14
1219,2023-10-17
1220,2023-08-20
1221,2024-06-23
1222,2023-12-25
1223,2024-10-26
1224,2024-03-12
1225,2024-11-18
1226,2023-07-23
1227,2024-06-22
1228,2023-09-16
1229,2023-05-24
1230,2025-02-17
1231,2024-05-10
1232,2023-08-19
1233,2023-09-15
1234,2024-12-25
1235,2025-01-23
1236,2024-08-30
1237,2024-11-04
1238,2025-03-21
1239,2025-02-22
1240,2024-03-13
1241,2024-05-04
1242,2025-01-27
1243,2023-09-16
1244,2025-01-14
1245,2023-12-15
1246,2024-07-16
1247,2023-07-14
1248,2023-08-27
1249,2023-06-10
1250,2025-03-02
1251,2024-02-14
1252,2024-08-10
1253,2024-03-20
1254,2023-06-14
1255,2024-03-25
1256,2023-11-08
1257,2024-11-19
1258,2023-06-09
1259,2023-11-26
1260,2023-11-01
1261,2024-07-21
1262,2023-12-16
1263,2023-12-15
1264,2023-07-28
1265,2023-11-25
1266,2023-11-19
1267,2023-08-04
1268,2025-02-05
1269,2023-06-19
1270,2025-05-08
1271,2024-03-11
1272,2023-12-26
1273,2024-03-22
1274,2024-06-14
1275,2023-10-06
1276,2023-08-09
1277,2024-08-10
1278,2024-12-05
1279,2024-10-07
1280,2024-06-11
1281,2023-07-02
1282,2024-06-04
1283,2023-06-04
1284,2023-11-30
1285,2024-10-29
1286,2024-08-18
1287,2024-06-05
1288,2024-07-07
1289,2025-04-12
1290,2023-07-08
1291,2024-10-14
1292,2025-02-01
1293,2024-08-18
1294,2024-03-25
1295,2024-08-29
1296,2024-04-30
1297,2024-08-10
1298,2025-04-26
1299,2023-08-21
1300,2024-09-26
1301,2025-02-17
1302,2024-11-23
1303,2023-07-14
1304,2023-12-02
1305,2024-10-29
1306,2025-04-27
1307,2023-12-27
1308,2025-02-24
1309,2023-09-02
1310,2024-05-30
1311,2024-12-15
1312,2025-01-18
1313,2024-04-29
1314,2024-04-27
1315,2024-03-11
1316,2023-06-12
1317,2024-06-27
1318,2024-08-30
1319,2025-02-08
1320,2023-09-01
1321,2023-12-01
1322,2023-09-27
1323,2023-10-09
1324,2024-07-17
1325,2023-10-19
1326,2024-12-09
1327,2024-03-26
1328,2025-01-27
1329,2024-07-20
1330,2025-04-09
1331,2024-10-23
1332,2024-07-03
1333,2024-10-15
1334,2025-05-10
1335,2025-01-25
1336,2023-07-30
1337,2024-09-15
1338,2023-06-16
1339,2023-12-13
1340,2024-07-05
1341,2024-03-02
1342,2023-12-27
1343,2023-11-03
1344,2025-03-16
1345,2023-12-22
1346,2023-11-04
1347,2023-07-10
1348,2024-08-14
1349,2025-03-03
1350,2025-02-05
1351,2023-10-29
1352,2025-02-25
1353,2025-02-07
1354,2023-06-19
1355,2023-11-22
1356,2024-03-27
1357,2023-12-19
1358,2024-04-02
1359,2025-03-13
1360,2025-01-30
1361,2023-09-10
1362,2024-11-26
1363,2023-12-11
1364,2023-07-18
1365,2024-01-11
1366,2023-08-22
1367,2024-01-23
1368,2024-07-07
1369,2024-06-21
1370,2023-07-24
1371,2023-05-24
1372,2024-04-02
1373,2024-06-16
1374,2024-12-31
1375,2024-06-21
1376,2025-01-21
1377,2025-03-02
1378,2025-02-21
1379,2025-05-08
1380,2024-02-26
1381,2023-09-02
1382,2023-05-29
1383,2024-09-15
1384,2024-02-14
1385,2024-04-21
1386,2024-04-13
1387,2024-03-01
1388,2023-09-06
1389,2025-02-22
1390,2024-09-26
1391,2024-05-03
1392,2024-09-29
1393,2024-11-06
1394,2023-07-04
1395,2024-12-09
1396,2025-04-05
1397,2025-02-06
1398,2025-03-13
1399,2023-08-04
1400,2024-09-01
1401,2024-11-11
1402,2024-04-05
1403,2023-09-24
1404,2024-02-26
1405,2024-08-19
1406,2023-08-10
1407,2024-06-24
1408,2024-06-30
1409,2023-10-12
1410,2024-10-29
1411,2023-09-09
1412,2024-09-29
1413,2024-07-25
1414,2023-06-08
1415,2024-05-31
1416,2023-07-11
1417,2024-06-09
1418,2024-11-19
1419,2023-07-02
1420,2024-02-08
1421,2023-12-28
1422,2024-06-15
1423,2024-05-19
1424,2023-07-02
1425,2025-02-09
1426,2023-05-25
1427,2023-06-07
1428,2023-06-18
1429,2024-08-30
1430,2024-11-04
1431,2025-02-17
1432,2023-07-29
1433,2024-04-29
1434,2023-12-03
1435,2023-06-12
1436,2023-06-14
1437,2024-12-11
1438,2024-09-27
1439,2023-07-28
1440,2023-09-22
1441,2024-11-15
1442,2023-06-29
1443,2023-12-07
1444,2023-11-01
1445,2025-03-31
1446,2024-12-25
1447,2025-01-09
1448,2024-12-09
1449,2023-07-11
1450,2023-12-22
1451,2023-12-25
1452,2023-12-20
1453,2024-03-02
1454,2023-11-28
1455,2023-06-30
1456,2023-12-24
1457,2024-07-01
1458,2024-11-21
1459,2024-11-06
1460,2024-12-29
1461,2024-07-28
1462,2023-12-31
1463,2023-11-05
1464,2023-12-19
1465,2024-04-09
1466,2023-05-28
1467,2024-10-23
1468,2025-04-04
1469,2023-07-18
1470,2023-12-02
1471,2024-02-12
1472,2023-10-16
1473,2023-09-08
1474,2023-07-05
1475,2024-08-04
1476,2024-08-31
1477,2024-10-10
1478,2024-09-26
1479,2025-01-18
1480,2023-11-27
1481,2024-07-22
1482,2025-05-07
1483,2023-11-14
1484,2024-05-17
1485,2024-08-09
1486,2023-12-28
1487,2023-11-03
1488,2024-10-14
1489,2023-10-25
1490,2024-08-16
1491,2024-06-13
1492,2024-10-26
1493,2023-06-11
1494,2024-10-10
1495,2023-10-27
1496,2024-08-09
1497,2024-06-10
1498,2023-07-31
